Unnamed: 0,AAVE Question,SAE Question,SPARQL,Results,Attempts,names,Answer
48,What male actor starred in The Messenger?,What male actor starred in The Messenger?,"SELECT DISTINCT ?actor ?actorLabel WHERE {
  VALUES ?title {""The Messenger""@en}
  ?film wdt:P31 wd:Q11424;
        (rdfs:label|skos:altLabel) ?title;
        wdt:P161 ?actor.
  ?actor wdt:P21 wd:Q6581097.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['actor', 'actorLabel']}, 'results': {'bindings': [{'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q311804'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Ben Foster'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q104061'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Steve Buscemi'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2617978'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'David Bateson'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q682752'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Peter Friedman'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q315855'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Robert Sheehan'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q15854232'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Jeremy Strong'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1276942'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Eamonn Walker'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q152042'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Peter Francis James'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q11816193'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Philippe Tłokiński'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q201279'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Woody Harrelson'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q11836685'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Sławomir Orzechowski'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3446800'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Cemal Hünal'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q404251'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Grzegorz Małecki'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q362224'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Bradley James'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2846752'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Andrew Tiernan'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3446906'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Çetin Tekindor'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3696444'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Carl Anthony Payne II'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q16471437'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Aleksandr Mezentsev'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q508904'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Sergey Bodrov, Jr.'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q18565920'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Kaya Akkaya'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q20630818'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Michael Chernus'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q666745'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Gaius Charles'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q708801'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': ""David O'Hara""}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q712727'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Mirosław Baka'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q22963890'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Angel Caban'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q8053042'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Yetkin Dikinciler'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q9140519'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Adam Woronowicz'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q9302964'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Rafał Królikowski'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q28498'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Brendan Sexton III'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q55374'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Jan Frycz'}}, {'actor': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q55367'}, 'actorLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Zbigniew Zamachowski'}}]}}",1,Ben Foster,William Hurt
49,Is Gin and tonic and Paloma both cocktails based on tequila?,Are Gin and Tonic and Paloma both cocktails based on tequila?,"ASK WHERE {
  ?gin wdt:P31 wd:Q1310239;
       rdfs:label ?ginLabel;
       (wdt:P527|wdt:P186|wdt:P2283) wd:Q1705.
  FILTER(LANG(?ginLabel) = ""en"" && LCASE(STR(?ginLabel)) = ""gin and tonic"").

  ?pal wdt:P31 wd:Q1310239;
       rdfs:label ?palLabel;
       (wdt:P527|wdt:P186|wdt:P2283) wd:Q1705.
  FILTER(LANG(?palLabel) = ""en"" && LCASE(STR(?palLabel)) = ""paloma"").

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {}, 'boolean': False}",1,,"No, tequila is not a cocktail ingredient."
50,"Who older, Glenn Hughes or Ross Lynch?","Who is older, Glenn Hughes or Ross Lynch?","SELECT ?older ?olderLabel ?dob WHERE {
  VALUES ?name {""Glenn Hughes""@en ""Ross Lynch""@en}
  ?older wdt:P31 wd:Q5;
         rdfs:label ?name;
         wdt:P569 ?dob.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
ORDER BY ASC(?dob)
LIMIT 1","{'head': {'vars': ['older', 'olderLabel', 'dob']}, 'results': {'bindings': [{'older': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q52221361'}, 'dob': {'datatype': 'http://www.w3.org/2001/XMLSchema#dateTime', 'type': 'literal', 'value': '1894-12-07T00:00:00Z'}, 'olderLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Glenn Hughes'}}]}}",1,Glenn Hughes,Ross Lynch
51,"What year da creator of da current arrangement of da ""Simpson's Theme"" born?","In what year was the creator of the current arrangement of the ""Simpson's Theme"" born?","SELECT (YEAR(?dob) AS ?year) WHERE {
  ?arr rdfs:label ?arrLabel.
  FILTER(LANG(?arrLabel)=""en"").
  FILTER(REGEX(LCASE(?arrLabel), ""simpson.?s theme"") && CONTAINS(LCASE(?arrLabel), ""current"") && CONTAINS(LCASE(?arrLabel), ""arrang"")).
  ?arr wdt:P170 ?creator.
  ?creator wdt:P569 ?dob.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
LIMIT 1","{'head': {'vars': ['year']}, 'results': {'bindings': []}}",1,,1959
52,Da Southern Railway run from Vienna to Graz and da border wit Slovenia at Spielfeld via da first mountain railway built in Europe to use what kinda track?,"In what kind of track did the first mountain railway built in Europe, which runs from Vienna to Graz and the border with Slovenia at Spielfeld, use?","SELECT ?gauge ?gaugeLabel WHERE {
  ?railway rdfs:label ""Semmering Railway""@en.
  ?prop a wikibase:Property; rdfs:label ""track gauge""@en; wikibase:directClaim ?p.
  ?railway ?p ?gauge.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['gauge', 'gaugeLabel']}, 'results': {'bindings': []}}",1,,snowmobile tracks
53,What show did Cynthia Nixon win da 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series an a Screen Actors Guild Award for her performance?,What show did Cynthia Nixon win the 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series and a Screen Actors Guild Award for her performance?,"SELECT DISTINCT ?show ?showLabel WHERE {
  VALUES ?person { wd:Q23551 }
  
  ?person p:P166 ?emmyStmt.
  ?emmyStmt ps:P166 ?emmyAward;
             pq:P1686 ?show;
             pq:P585 ?emmyDate.
  FILTER(YEAR(?emmyDate) = 2004)
  ?emmyAward rdfs:label ?emmyLabel.
  FILTER(LANG(?emmyLabel) = ""en"").
  FILTER(CONTAINS(LCASE(?emmyLabel), ""primetime emmy award for outstanding supporting actress in a comedy series"")).
  
  ?person p:P166 ?sagStmt.
  ?sagStmt ps:P166 ?sagAward;
           pq:P1686 ?show.
  ?sagAward rdfs:label ?sagLabel.
  FILTER(LANG(?sagLabel) = ""en"").
  FILTER(CONTAINS(LCASE(?sagLabel), ""screen actors guild award"")).
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['show', 'showLabel']}, 'results': {'bindings': []}}",1,,The Simpsons
54,"Lee Jun-fan played what character in ""The Green Hornet"" show?","Who did Lee Jun-fan play in the ""Green Hornet"" show?","SELECT ?character ?characterLabel WHERE {
  VALUES ?person { wd:Q9404 } .
  ?work wdt:P31/wdt:P279* wd:Q5398426 ;
        p:P161 ?st ;
        rdfs:label ?workLabel .
  FILTER(LANG(?workLabel) = ""en"") .
  FILTER(CONTAINS(LCASE(?workLabel), ""green hornet"")) .
  ?st ps:P161 ?person ;
      pq:P453 ?character .
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['character', 'characterLabel']}, 'results': {'bindings': []}}",1,,The Green Hornet
55,"Da 1895/96 Football League season was da eighth in Football League history, with Everton, dey Goodison Park home, is a football stadium located in Walton, Liverpool, in which country?","In which country is Goodison Park, the football stadium located in Walton, Liverpool, where Everton played their home games during the 1895/96 Football League season?","SELECT ?country ?countryLabel WHERE {
  ?stadium wdt:P31/wdt:P279* wd:Q483110;
           rdfs:label ""Goodison Park""@en;
           wdt:P17 ?country.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['country', 'countryLabel']}, 'results': {'bindings': [{'country': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q145'}, 'countryLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'United Kingdom'}}]}}",1,United Kingdom,England
56,"A Head Full of Dreams Tour is da seventh tour by Coldplay, and it had its first show at a stadium known as Estadio Unico and owned by who?","Who owns the stadium known as Estadio Unico, where the first show of the A Head Full of Dreams Tour took place?","SELECT DISTINCT ?owner ?ownerLabel WHERE {
  ?tour rdfs:label ""A Head Full of Dreams Tour""@en.
  ?concert wdt:P361 ?tour;
           wdt:P1545 ?ord;
           wdt:P276 ?stadium.
  FILTER(?ord IN (""1"",""01"",""001""))
  ?stadium wdt:P31/wdt:P279* wd:Q483110.
  FILTER(EXISTS {
    ?stadium (rdfs:label|skos:altLabel) ?name .
    FILTER(REGEX(LCASE(STR(?name)), ""estadio único|estadio unico""))
  })
  ?stadium wdt:P127 ?owner.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['owner', 'ownerLabel']}, 'results': {'bindings': []}}",1,,Estadio Unico
57,"Roger Avary (born August 23, 1965) a Canadian film and TV producer, screenwriter, and director in da American mass media industry, he wrote da screenplay for Beowulf, a 2007 British-American 3D motion capture epic fantasy film, directed by who?","Who directed the 2007 British-American 3D motion capture epic fantasy film Beowulf, which was written by Roger Avary, a Canadian film and TV producer, screenwriter, and director in the American mass media industry, born on August 23, 1965?","SELECT DISTINCT ?director ?directorLabel WHERE {
  ?film wdt:P31 wd:Q11424;
        rdfs:label ""Beowulf""@en;
        wdt:P577 ?date;
        wdt:P58 ?writer;
        wdt:P57 ?director;
        wdt:P495 wd:Q30, wd:Q145.
  FILTER(YEAR(?date) = 2007)
  ?writer rdfs:label ""Roger Avary""@en;
          wdt:P569 ""1965-08-23T00:00:00Z""^^xsd:dateTime.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['director', 'directorLabel']}, 'results': {'bindings': []}}",1,,David Fincher
58,"Da American Pre-Code comedy film featurin' an American actress, dancer, and singer, widely known for performin' in films and RKO's musical films, was released in what year?","In what year was the American Pre-Code comedy film featuring an American actress, dancer, and singer, who was widely known for performing in films and RKO's musical films, released?","SELECT ?film ?filmLabel (MIN(YEAR(?date)) AS ?year) WHERE {
  SERVICE wikibase:mwapi {
    bd:serviceParam wikibase:endpoint ""www.wikidata.org"";
                    wikibase:api ""EntitySearch"";
                    mwapi:search ""Ginger Rogers"";
                    mwapi:language ""en"".
    ?person wikibase:apiOutputItem mwapi:item.
  }
  ?film wdt:P31 wd:Q11424;
        wdt:P161 ?person;
        wdt:P136/wdt:P279* wd:Q157443;
        wdt:P495 wd:Q30;
        wdt:P577 ?date.
  FILTER(?date < ""1934-07-01T00:00:00Z""^^xsd:dateTime)
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
GROUP BY ?film ?filmLabel
ORDER BY ?year","{'head': {'vars': ['film', 'filmLabel', 'year']}, 'results': {'bindings': [{'film': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q18150015'}, 'filmLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Follow the Leader'}, 'year': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '1930'}}, {'film': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3989651'}, 'filmLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'The Tip-Off'}, 'year': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '1931'}}, {'film': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q20814914'}, 'filmLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'You Said a Mouthful'}, 'year': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '1932'}}, {'film': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q135268'}, 'filmLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'A Shriek in the Night'}, 'year': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '1933'}}, {'film': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q12129881'}, 'filmLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Twenty Million Sweethearts'}, 'year': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '1934'}}, {'film': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q947098'}, 'filmLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'The Gay Divorcee'}, 'year': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '1934'}}]}}",1,Follow the Leader,1931
59,"An edited version of ""Just the Two of Us"" hit number two on da ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spent how many weeks at No. 1 on da ""Billboard"" Hot 100?","In what year did the song ""Just the Two of Us"" reach number two on the ""Billboard"" Hot 100, behind a song written and composed by Donna Weiss and Jackie DeShannon, which spent how many weeks at number one on the ""Billboard"" Hot 100?","PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikibase: <http://wikiba.se/ontology#>
PREFIX bd: <http://www.bigdata.com/rdf#>

SELECT ?year (COUNT(DISTINCT ?date1) AS ?weeksAtNumberOne) WHERE {
  VALUES ?chart { wd:Q833889 }  # Billboard Hot 100
  ?song wdt:P31 wd:Q7366; rdfs:label ?songLabel.
  FILTER(LANG(?songLabel)=""en"" && REGEX(?songLabel, ""^Just the Two of Us( \\(.*\\))?$""))
  ?song p:P1352 ?s2.
  ?s2 ps:P1352 2; pq:P642 ?chart; pq:P585 ?date2.
  BIND(YEAR(?date2) AS ?year)

  ?behindSong p:P1352 ?sTop.
  ?sTop ps:P1352 1; pq:P642 ?chart; pq:P585 ?date2.

  ?dw rdfs:label ""Donna Weiss""@en.
  ?jds rdfs:label ""Jackie DeShannon""@en.
  ?behindSong (wdt:P86|wdt:P676) ?dw.
  ?behindSong (wdt:P86|wdt:P676) ?jds.

  ?behindSong p:P1352 ?sTopAll.
  ?sTopAll ps:P1352 1; pq:P642 ?chart; pq:P585 ?date1.

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
GROUP BY ?year
LIMIT 1","{'head': {'vars': ['year', 'weeksAtNumberOne']}, 'results': {'bindings': []}}",2,,7
60,"Which band got more members, Saint Motel or Curve?","Which band had more members, Saint Motel or Curve?","SELECT ?band ?bandLabel (COUNT(DISTINCT ?member) AS ?memberCount) WHERE {
  VALUES ?name { ""Saint Motel""@en ""Curve""@en }
  ?band rdfs:label ?name;
        wdt:P31/wdt:P279* wd:Q215380.
  {
    ?member wdt:P31 wd:Q5;
            wdt:P463 ?band.
  }
  UNION
  {
    ?band wdt:P527 ?member.
    ?member wdt:P31 wd:Q5.
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
GROUP BY ?band ?bandLabel
ORDER BY DESC(?memberCount)","{'head': {'vars': ['band', 'bandLabel', 'memberCount']}, 'results': {'bindings': [{'band': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1145885'}, 'bandLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Curve'}, 'memberCount': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '1'}}]}}",1,Curve,Saint Motel
61,"Funnybot"" da second episode of da fifteenth season of which American animated TV show, created by Trey Parker and Matt Stone?","In what American animated TV show, created by Trey Parker and Matt Stone, is ""Funnybot"" the second episode of the fifteenth season?","SELECT ?series ?seriesLabel WHERE {
  ?episode wdt:P31 wd:Q21191270;
           rdfs:label ""Funnybot""@en.

  ?episode p:P361 ?seasonStmt.
  ?seasonStmt ps:P361 ?season;
              pq:P1545 ?epOrd.
  FILTER(xsd:integer(?epOrd) = 2)

  ?season wdt:P31 wd:Q3464665.
  ?season p:P179 ?seriesStmt.
  ?seriesStmt ps:P179 ?series;
              pq:P1545 ?seasonOrd.
  FILTER(xsd:integer(?seasonOrd) = 15)

  ?series wdt:P31/wdt:P279* wd:Q581714;
          wdt:P495 wd:Q30;
          wdt:P170 ?creator1, ?creator2.

  ?creator1 rdfs:label ""Trey Parker""@en.
  ?creator2 rdfs:label ""Matt Stone""@en.

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['series', 'seriesLabel']}, 'results': {'bindings': []}}",1,,South Park
62,"Which private research university located in Chestnut Hill, Massachusetts, Boston College or Stanford University?","Which private research university, located in Chestnut Hill, Massachusetts, is Boston College or Stanford University?","SELECT ?item ?itemLabel WHERE {
  VALUES ?name { ""Boston College""@en ""Stanford University""@en }
  ?item rdfs:label ?name.
  ?item (wdt:P131|wdt:P159|wdt:P276)/wdt:P131* ?place.
  ?place rdfs:label ""Chestnut Hill""@en.
  ?place wdt:P131* wd:Q771.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['item', 'itemLabel']}, 'results': {'bindings': [{'item': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q49118'}, 'itemLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Boston College'}}]}}",1,Boston College,Boston College
63,"What American stage, film, an' television actor who also appeared in a lotta musicals, played Samson in da 1949 film ""Samson an' Delilah""?","What American stage, film, and television actor who also appeared in a lot of musicals played Samson in the 1949 film ""Samson and Delilah""?","SELECT ?actor ?actorLabel WHERE {
  ?film wdt:P31 wd:Q11424;
        rdfs:label ""Samson and Delilah""@en;
        wdt:P577 ?date.
  FILTER(YEAR(?date) = 1949)
  ?film p:P161 ?cast.
  ?cast ps:P161 ?actor;
        pq:P453 ?role.
  ?role rdfs:label ""Samson""@en.
  ?actor wdt:P27 wd:Q30.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['actor', 'actorLabel']}, 'results': {'bindings': []}}",1,,John Belushi
64,Iqaluit Airport an Canadian North based outta what country?,In what country is Iqaluit Airport based?,"SELECT ?country ?countryLabel WHERE {
  ?airport wdt:P31/wdt:P279* wd:Q1248784;
           rdfs:label ""Iqaluit Airport""@en;
           wdt:P17 ?country.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['country', 'countryLabel']}, 'results': {'bindings': [{'country': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q16'}, 'countryLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Canada'}}]}}",1,Canada,Nunavut
65,What political party was the man who officially opened da Royal Spa Centre in '72?,What political party was the man who officially opened the Royal Spa Centre in 1972?,"SELECT ?party ?partyLabel WHERE {
  ?place rdfs:label ""Royal Spa Centre""@en.
  ?place wdt:P1619 ?openingDate.
  FILTER(YEAR(?openingDate) = 1972)

  ?property a wikibase:Property;
            rdfs:label ?propLabel;
            wikibase:directClaim ?openProp.
  FILTER(LANG(?propLabel) = ""en"")
  FILTER(REGEX(LCASE(STR(?propLabel)), ""opened by|officially opened by|inaugurated by""))

  ?place ?openProp ?person.
  ?person wdt:P31 wd:Q5;
          wdt:P21 wd:Q6581097;
          wdt:P102 ?party.

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['party', 'partyLabel']}, 'results': {'bindings': []}}",1,,Communist Party
66,Which Oscar-nominated movie was wrote by da screenwriter who wrote a 1991 romantic drama based on a screenplay by Sooni Taraporevala?,Which Oscar-nominated movie was written by the screenwriter who wrote a 1991 romantic drama based on a screenplay by Sooni Taraporevala?,"SELECT DISTINCT ?oscarFilm ?oscarFilmLabel WHERE {
  ?film wdt:P31 wd:Q11424;
        wdt:P577 ?date;
        wdt:P58 ?writer.
  FILTER(?date >= ""1991-01-01T00:00:00Z""^^xsd:dateTime && ?date < ""1992-01-01T00:00:00Z""^^xsd:dateTime)

  ?writer rdfs:label ""Sooni Taraporevala""@en.

  ?oscarFilm wdt:P58 ?writer;
             wdt:P1411 ?award.
  FILTER(?oscarFilm != ?film)

  { ?award wdt:P361 wd:Q19020. }
  UNION
  { ?award wdt:P279* wd:Q19020. }

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['oscarFilm', 'oscarFilmLabel']}, 'results': {'bindings': []}}",1,,Agneepath
67,Is both Tim McIlrath an' Spike Slawson American punk rock musicians?,Are Tim McIlrath and Spike Slawson American punk rock musicians?,"SELECT DISTINCT ?person ?personLabel WHERE {
  VALUES ?name { ""Tim McIlrath""@en ""Spike Slawson""@en }
  ?person rdfs:label ?name.
  ?person wdt:P31 wd:Q5;
          wdt:P27 wd:Q30;
          wdt:P106 ?occ.
  ?occ wdt:P279* wd:Q639669.
  {
    ?person wdt:P136/wdt:P279* wd:Q18894
  }
  UNION
  {
    ?person wdt:P463 ?band .
    ?band wdt:P136/wdt:P279* wd:Q18894
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['person', 'personLabel']}, 'results': {'bindings': []}}",1,,yes
68,"Da Golden Globe Award winner for best actor from ""Roseanne"" starred 'longside what actress in Gigantic?","Who was the Golden Globe Award winner for best actor from ""Roseanne"" and which actress did they star alongside in ""Gigantic""?","SELECT DISTINCT ?actor ?actorLabel ?actress ?actressLabel WHERE {
  ?roseanne rdfs:label ""Roseanne""@en;
            wdt:P161 ?actor.
  ?actor wdt:P31 wd:Q5;
         wdt:P166 ?award.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
  FILTER(CONTAINS(LCASE(?awardLabel), ""golden globe"") && CONTAINS(LCASE(?awardLabel), ""actor"") && !CONTAINS(LCASE(?awardLabel), ""supporting"")).
  ?gig rdfs:label ""Gigantic""@en;
       wdt:P31 wd:Q11424;
       wdt:P161 ?actor, ?actress.
  ?actress wdt:P31 wd:Q5;
           wdt:P21 wd:Q6581072.
}","{'head': {'vars': ['actor', 'actorLabel', 'actress', 'actressLabel']}, 'results': {'bindings': []}}",1,,Diane Keaton
69,"Da expert mentor to da celebrities dat perform on ""Splash!"" won da 2009 FINA World Championship in da individual event at what age?","Who was the expert mentor to the celebrities who performed on ""Splash!"" and at what age did they win the 2009 FINA World Championship in the individual event?","PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikibase: <http://wikiba.se/ontology#>
PREFIX bd: <http://www.bigdata.com/rdf#>

SELECT DISTINCT ?mentor ?mentorLabel ?age WHERE {
  ?show rdfs:label ""Splash!""@en;
        wdt:P31/wdt:P279* wd:Q5398426;
        wdt:P495 wd:Q145;
        wdt:P161 ?mentor.
  ?mentor wdt:P569 ?dob.

  ?event wdt:P1346 ?mentor;
         rdfs:label ?eventLabel;
         wdt:P361*/rdfs:label ?seriesLabel.
  FILTER(LANG(?eventLabel)=""en"").
  FILTER(LANG(?seriesLabel)=""en"").
  FILTER(CONTAINS(LCASE(?eventLabel), ""platform"")).
  FILTER(!CONTAINS(LCASE(?eventLabel), ""synch"")).
  FILTER(
    CONTAINS(LCASE(?seriesLabel), ""2009 world aquatics championships"") ||
    CONTAINS(LCASE(?seriesLabel), ""2009 fina world championships"")
  ).

  OPTIONAL { ?event wdt:P585 ?date. }
  OPTIONAL { ?event wdt:P580 ?start. }
  BIND(COALESCE(?date, ?start) AS ?winDate)
  FILTER(BOUND(?winDate))

  BIND(
    YEAR(?winDate) - YEAR(?dob) -
    IF(MONTH(?winDate) < MONTH(?dob) || (MONTH(?winDate) = MONTH(?dob) && DAY(?winDate) < DAY(?dob)), 1, 0)
    AS ?age
  )

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['mentor', 'mentorLabel', 'age']}, 'results': {'bindings': []}}",2,,16
